"Year";"State";"Type";"Length";"Expense";"Value"
2019;"Mississippi";"Public In-State";"4-year";"Room/Board";10051.0
2019;"Mississippi";"Public Out-of-State";"2-year";"Fees/Tuition";5709.0
2019;"Mississippi";"Public Out-of-State";"4-year";"Fees/Tuition";19942.0
2019;"Mississippi";"Public Out-of-State";"4-year";"Room/Board";10051.0
2019;"Missouri";"Private";"4-year";"Fees/Tuition";25417.0
2019;"Missouri";"Private";"4-year";"Room/Board";10386.0
2019;"Missouri";"Public In-State";"2-year";"Fees/Tuition";3358.0
2019;"Missouri";"Public In-State";"4-year";"Fees/Tuition";8554.0
2019;"Missouri";"Public In-State";"4-year";"Room/Board";9567.0
2019;"Missouri";"Public Out-of-State";"2-year";"Fees/Tuition";6558.0
2019;"Missouri";"Public Out-of-State";"4-year";"Fees/Tuition";19914.0
2019;"Missouri";"Public Out-of-State";"4-year";"Room/Board";9567.0
2019;"Montana";"Private";"4-year";"Fees/Tuition";25918.0
2019;"Montana";"Private";"4-year";"Room/Board";9070.0
2019;"Montana";"Public In-State";"2-year";"Fees/Tuition";3756.0
2019;"Montana";"Public In-State";"4-year";"Fees/Tuition";6972.0
2019;"Montana";"Public In-State";"4-year";"Room/Board";9632.0
2019;"Montana";"Public Out-of-State";"2-year";"Fees/Tuition";8394.0
2019;"Montana";"Public Out-of-State";"4-year";"Fees/Tuition";24481.0
2019;"Montana";"Public Out-of-State";"4-year";"Room/Board";9632.0
2019;"Nebraska";"Private";"4-year";"Fees/Tuition";25075.0
2019;"Nebraska";"Private";"4-year";"Room/Board";9551.0
2019;"Nebraska";"Public In-State";"2-year";"Fees/Tuition";3174.0
2019;"Nebraska";"Public In-State";"4-year";"Fees/Tuition";8467.0
2019;"Nebraska";"Public In-State";"4-year";"Room/Board";11084.0
2019;"Nebraska";"Public Out-of-State";"2-year";"Fees/Tuition";3985.0
2019;"Nebraska";"Public Out-of-State";"4-year";"Fees/Tuition";21516.0
2019;"Nebraska";"Public Out-of-State";"4-year";"Room/Board";11084.0
2019;"Nevada";"Private";"4-year";"Fees/Tuition";24423.0
2019;"Nevada";"Private";"4-year";"Room/Board";13707.0
2019;"Nevada";"Public In-State";"4-year";"Fees/Tuition";5845.0
2019;"Nevada";"Public In-State";"4-year";"Room/Board";11659.0
2019;"Nevada";"Public Out-of-State";"4-year";"Fees/Tuition";21125.0
2019;"Nevada";"Public Out-of-State";"4-year";"Room/Board";11659.0
2019;"New Hampshire";"Private";"4-year";"Fees/Tuition";33364.0
2019;"New Hampshire";"Private";"4-year";"Room/Board";13588.0
2019;"New Hampshire";"Public In-State";"2-year";"Fees/Tuition";7599.0
2019;"New Hampshire";"Public In-State";"4-year";"Fees/Tuition";16329.0
2019;"New Hampshire";"Public In-State";"4-year";"Room/Board";11816.0
2019;"New Hampshire";"Public Out-of-State";"2-year";"Fees/Tuition";16429.0
2019;"New Hampshire";"Public Out-of-State";"4-year";"Fees/Tuition";29447.0
2019;"New Hampshire";"Public Out-of-State";"4-year";"Room/Board";11816.0
2019;"New Jersey";"Private";"4-year";"Fees/Tuition";37329.0
2019;"New Jersey";"Private";"4-year";"Room/Board";13716.0
2019;"New Jersey";"Public In-State";"2-year";"Fees/Tuition";4715.0
2019;"New Jersey";"Public In-State";"4-year";"Fees/Tuition";13963.0
2019;"New Jersey";"Public In-State";"4-year";"Room/Board";13518.0
2019;"New Jersey";"Public Out-of-State";"2-year";"Fees/Tuition";8257.0
2019;"New Jersey";"Public Out-of-State";"4-year";"Fees/Tuition";28669.0
2019;"New Jersey";"Public Out-of-State";"4-year";"Room/Board";13518.0
2019;"New Mexico";"Private";"4-year";"Fees/Tuition";30137.0
2019;"New Mexico";"Private";"4-year";"Room/Board";10069.0
2019;"New Mexico";"Public In-State";"2-year";"Fees/Tuition";1705.0
2019;"New Mexico";"Public In-State";"4-year";"Fees/Tuition";6902.0
2019;"New Mexico";"Public In-State";"4-year";"Room/Board";9354.0
2019;"New Mexico";"Public Out-of-State";"2-year";"Fees/Tuition";6698.0
2019;"New Mexico";"Public Out-of-State";"4-year";"Fees/Tuition";18350.0
2019;"New Mexico";"Public Out-of-State";"4-year";"Room/Board";9354.0
2019;"New York";"Private";"4-year";"Fees/Tuition";40527.0
2019;"New York";"Private";"4-year";"Room/Board";15214.0
2019;"New York";"Public In-State";"2-year";"Fees/Tuition";5367.0
2019;"New York";"Public In-State";"4-year";"Fees/Tuition";8184.0
2019;"New York";"Public In-State";"4-year";"Room/Board";14869.0
2019;"New York";"Public Out-of-State";"2-year";"Fees/Tuition";9197.0
2019;"New York";"Public Out-of-State";"4-year";"Fees/Tuition";22083.0
2019;"New York";"Public Out-of-State";"4-year";"Room/Board";14869.0
2019;"North Carolina";"Private";"4-year";"Fees/Tuition";33990.0
2019;"North Carolina";"Private";"4-year";"Room/Board";12278.0
2019;"North Carolina";"Public In-State";"2-year";"Fees/Tuition";2504.0
2019;"North Carolina";"Public In-State";"4-year";"Fees/Tuition";7174.0
2019;"North Carolina";"Public In-State";"4-year";"Room/Board";10129.0
2019;"North Carolina";"Public Out-of-State";"2-year";"Fees/Tuition";8655.0
2019;"North Carolina";"Public Out-of-State";"4-year";"Fees/Tuition";22968.0
2019;"North Carolina";"Public Out-of-State";"4-year";"Room/Board";10129.0
2019;"North Dakota";"Private";"4-year";"Fees/Tuition";15206.0
2019;"North Dakota";"Private";"4-year";"Room/Board";7650.0
2019;"North Dakota";"Public In-State";"2-year";"Fees/Tuition";4895.0
2019;"North Dakota";"Public In-State";"4-year";"Fees/Tuition";8091.0
2019;"North Dakota";"Public In-State";"4-year";"Room/Board";8577.0
2019;"North Dakota";"Public Out-of-State";"2-year";"Fees/Tuition";9293.0
2019;"North Dakota";"Public Out-of-State";"4-year";"Fees/Tuition";15565.0
2019;"North Dakota";"Public Out-of-State";"4-year";"Room/Board";8577.0
2019;"Ohio";"Private";"4-year";"Fees/Tuition";32597.0
2019;"Ohio";"Private";"4-year";"Room/Board";11438.0
2019;"Ohio";"Public In-State";"2-year";"Fees/Tuition";4082.0
2019;"Ohio";"Public In-State";"4-year";"Fees/Tuition";10068.0
2019;"Ohio";"Public In-State";"4-year";"Room/Board";12085.0
2019;"Ohio";"Public Out-of-State";"2-year";"Fees/Tuition";7300.0
2019;"Ohio";"Public Out-of-State";"4-year";"Fees/Tuition";24454.0
2019;"Ohio";"Public Out-of-State";"4-year";"Room/Board";12085.0
2019;"Oklahoma";"Private";"4-year";"Fees/Tuition";27694.0
2019;"Oklahoma";"Private";"4-year";"Room/Board";9754.0
2019;"Oklahoma";"Public In-State";"2-year";"Fees/Tuition";4112.0
2019;"Oklahoma";"Public In-State";"4-year";"Fees/Tuition";7866.0
2019;"Oklahoma";"Public In-State";"4-year";"Room/Board";8866.0
2019;"Oklahoma";"Public Out-of-State";"2-year";"Fees/Tuition";9393.0
2019;"Oklahoma";"Public Out-of-State";"4-year";"Fees/Tuition";21526.0
2019;"Oklahoma";"Public Out-of-State";"4-year";"Room/Board";8866.0
2019;"Oregon";"Private";"4-year";"Fees/Tuition";40597.0
2019;"Oregon";"Private";"4-year";"Room/Board";12439.0
2019;"Oregon";"Public In-State";"2-year";"Fees/Tuition";4709.0
2019;"Oregon";"Public In-State";"4-year";"Fees/Tuition";10286.0
2019;"Oregon";"Public In-State";"4-year";"Room/Board";12299.0
2019;"Oregon";"Public Out-of-State";"2-year";"Fees/Tuition";8779.0
2019;"Oregon";"Public Out-of-State";"4-year";"Fees/Tuition";30929.0
2019;"Oregon";"Public Out-of-State";"4-year";"Room/Board";12299.0
2019;"Pennsylvania";"Private";"4-year";"Fees/Tuition";41703.0
2019;"Pennsylvania";"Private";"4-year";"Room/Board";13545.0
2019;"Pennsylvania";"Public In-State";"2-year";"Fees/Tuition";5284.0
2019;"Pennsylvania";"Public In-State";"4-year";"Fees/Tuition";14812.0
2019;"Pennsylvania";"Public In-State";"4-year";"Room/Board";11475.0
2019;"Pennsylvania";"Public Out-of-State";"2-year";"Fees/Tuition";14111.0
2019;"Pennsylvania";"Public Out-of-State";"4-year";"Fees/Tuition";28527.0
2019;"Pennsylvania";"Public Out-of-State";"4-year";"Room/Board";11475.0
2019;"Rhode Island";"Private";"4-year";"Fees/Tuition";42108.0
2019;"Rhode Island";"Private";"4-year";"Room/Board";15068.0
2019;"Rhode Island";"Public In-State";"2-year";"Fees/Tuition";4564.0
2019;"Rhode Island";"Public In-State";"4-year";"Fees/Tuition";12576.0
2019;"Rhode Island";"Public In-State";"4-year";"Room/Board";12250.0
2019;"Rhode Island";"Public Out-of-State";"2-year";"Fees/Tuition";12156.0
2019;"Rhode Island";"Public Out-of-State";"4-year";"Fees/Tuition";29998.0
2019;"Rhode Island";"Public Out-of-State";"4-year";"Room/Board";12250.0
2019;"South Carolina";"Private";"4-year";"Fees/Tuition";25621.0
2019;"South Carolina";"Private";"4-year";"Room/Board";9553.0
2019;"South Carolina";"Public In-State";"2-year";"Fees/Tuition";4728.0
2019;"South Carolina";"Public In-State";"4-year";"Fees/Tuition";13013.0
2019;"South Carolina";"Public In-State";"4-year";"Room/Board";10100.0
2019;"South Carolina";"Public Out-of-State";"2-year";"Fees/Tuition";9874.0
2019;"South Carolina";"Public Out-of-State";"4-year";"Fees/Tuition";32174.0
2019;"South Carolina";"Public Out-of-State";"4-year";"Room/Board";10100.0
2019;"South Dakota";"Private";"4-year";"Fees/Tuition";23252.0
2019;"South Dakota";"Private";"4-year";"Room/Board";8107.0
2019;"South Dakota";"Public In-State";"2-year";"Fees/Tuition";6170.0
2019;"South Dakota";"Public In-State";"4-year";"Fees/Tuition";8772.0
2019;"South Dakota";"Public In-State";"4-year";"Room/Board";8076.0
2019;"South Dakota";"Public Out-of-State";"2-year";"Fees/Tuition";5839.0
2019;"South Dakota";"Public Out-of-State";"4-year";"Fees/Tuition";12465.0
2019;"South Dakota";"Public Out-of-State";"4-year";"Room/Board";8076.0
2019;"Tennessee";"Private";"4-year";"Fees/Tuition";28080.0
2019;"Tennessee";"Private";"4-year";"Room/Board";10491.0
2019;"Tennessee";"Public In-State";"2-year";"Fees/Tuition";4287.0
2019;"Tennessee";"Public In-State";"4-year";"Fees/Tuition";9789.0
2019;"Tennessee";"Public In-State";"4-year";"Room/Board";9924.0
2019;"Tennessee";"Public Out-of-State";"2-year";"Fees/Tuition";16582.0
2019;"Tennessee";"Public Out-of-State";"4-year";"Fees/Tuition";26068.0
2019;"Tennessee";"Public Out-of-State";"4-year";"Room/Board";9924.0
2019;"Texas";"Private";"4-year";"Fees/Tuition";34476.0
2019;"Texas";"Private";"4-year";"Room/Board";11792.0
2019;"Texas";"Public In-State";"2-year";"Fees/Tuition";2259.0
2019;"Texas";"Public In-State";"4-year";"Fees/Tuition";8678.0
2019;"Texas";"Public In-State";"4-year";"Room/Board";10101.0
2019;"Texas";"Public Out-of-State";"2-year";"Fees/Tuition";5920.0
2019;"Texas";"Public Out-of-State";"4-year";"Fees/Tuition";25031.0
2019;"Texas";"Public Out-of-State";"4-year";"Room/Board";10101.0
2019;"Utah";"Private";"4-year";"Fees/Tuition";7852.0
2019;"Utah";"Private";"4-year";"Room/Board";7952.0
2019;"Utah";"Public In-State";"2-year";"Fees/Tuition";3843.0
2019;"Utah";"Public In-State";"4-year";"Fees/Tuition";6731.0
2019;"Utah";"Public In-State";"4-year";"Room/Board";7658.0
2019;"Utah";"Public Out-of-State";"2-year";"Fees/Tuition";12206.0
2019;"Utah";"Public Out-of-State";"4-year";"Fees/Tuition";21557.0
2019;"Utah";"Public Out-of-State";"4-year";"Room/Board";7658.0
2019;"Vermont";"Private";"4-year";"Fees/Tuition";44068.0
2019;"Vermont";"Private";"4-year";"Room/Board";14069.0
2019;"Vermont";"Public In-State";"2-year";"Fees/Tuition";7120.0
2019;"Vermont";"Public In-State";"4-year";"Fees/Tuition";16604.0
2019;"Vermont";"Public In-State";"4-year";"Room/Board";12077.0
2019;"Vermont";"Public Out-of-State";"2-year";"Fees/Tuition";14090.0
2019;"Vermont";"Public Out-of-State";"4-year";"Fees/Tuition";39947.0
2019;"Vermont";"Public Out-of-State";"4-year";"Room/Board";12077.0
2019;"Virginia";"Private";"4-year";"Fees/Tuition";23380.0
2019;"Virginia";"Private";"4-year";"Room/Board";11089.0
2019;"Virginia";"Public In-State";"2-year";"Fees/Tuition";5241.0
2019;"Virginia";"Public In-State";"4-year";"Fees/Tuition";13413.0
2019;"Virginia";"Public In-State";"4-year";"Room/Board";11080.0
2019;"Virginia";"Public Out-of-State";"2-year";"Fees/Tuition";11455.0
2019;"Virginia";"Public Out-of-State";"4-year";"Fees/Tuition";34890.0
2019;"Virginia";"Public Out-of-State";"4-year";"Room/Board";11080.0
2019;"Washington";"Private";"4-year";"Fees/Tuition";38754.0
2019;"Washington";"Private";"4-year";"Room/Board";12120.0
2019;"Washington";"Public In-State";"2-year";"Fees/Tuition";4169.0
2019;"Washington";"Public In-State";"4-year";"Fees/Tuition";7036.0
2019;"Washington";"Public In-State";"4-year";"Room/Board";12236.0
2019;"Washington";"Public Out-of-State";"2-year";"Fees/Tuition";5691.0
2019;"Washington";"Public Out-of-State";"4-year";"Fees/Tuition";29228.0
2019;"Washington";"Public Out-of-State";"4-year";"Room/Board";12236.0
2019;"West Virginia";"Private";"4-year";"Fees/Tuition";12513.0
2019;"West Virginia";"Private";"4-year";"Room/Board";9379.0
2019;"West Virginia";"Public In-State";"2-year";"Fees/Tuition";4276.0
2019;"West Virginia";"Public In-State";"4-year";"Fees/Tuition";8016.0
2019;"West Virginia";"Public In-State";"4-year";"Room/Board";10446.0
2019;"West Virginia";"Public Out-of-State";"2-year";"Fees/Tuition";9834.0
2019;"West Virginia";"Public Out-of-State";"4-year";"Fees/Tuition";21996.0
2019;"West Virginia";"Public Out-of-State";"4-year";"Room/Board";10446.0
2019;"Wisconsin";"Private";"4-year";"Fees/Tuition";34424.0
2019;"Wisconsin";"Private";"4-year";"Room/Board";10845.0
2019;"Wisconsin";"Public In-State";"2-year";"Fees/Tuition";4411.0
2019;"Wisconsin";"Public In-State";"4-year";"Fees/Tuition";8697.0
2019;"Wisconsin";"Public In-State";"4-year";"Room/Board";8475.0
2019;"Wisconsin";"Public Out-of-State";"2-year";"Fees/Tuition";6408.0
2019;"Wisconsin";"Public Out-of-State";"4-year";"Fees/Tuition";25063.0
2019;"Wisconsin";"Public Out-of-State";"4-year";"Room/Board";8475.0
2019;"Wyoming";"Public In-State";"2-year";"Fees/Tuition";3219.0
2019;"Wyoming";"Public In-State";"4-year";"Fees/Tuition";4596.0
2019;"Wyoming";"Public In-State";"4-year";"Room/Board";10043.0
2019;"Wyoming";"Public Out-of-State";"2-year";"Fees/Tuition";7752.0
2019;"Wyoming";"Public Out-of-State";"4-year";"Fees/Tuition";14268.0
2019;"Wyoming";"Public Out-of-State";"4-year";"Room/Board";10043.0
2020;"Alabama";"Private";"4-year";"Fees/Tuition";16743.0
2020;"Alabama";"Private";"4-year";"Room/Board";10344.0
2020;"Alabama";"Public In-State";"2-year";"Fees/Tuition";4854.0
2020;"Alabama";"Public In-State";"4-year";"Fees/Tuition";10323.0
2020;"Alabama";"Public In-State";"4-year";"Room/Board";10175.0
2020;"Alabama";"Public Out-of-State";"2-year";"Fees/Tuition";9707.0
2020;"Alabama";"Public Out-of-State";"4-year";"Fees/Tuition";26517.0
2020;"Alabama";"Public Out-of-State";"4-year";"Room/Board";10175.0
2020;"Alaska";"Private";"4-year";"Fees/Tuition";19682.0
2020;"Alaska";"Private";"4-year";"Room/Board";8092.0
2020;"Alaska";"Public In-State";"4-year";"Fees/Tuition";8297.0
2020;"Alaska";"Public In-State";"4-year";"Room/Board";11322.0
2020;"Alaska";"Public Out-of-State";"4-year";"Fees/Tuition";26767.0
2020;"Alaska";"Public Out-of-State";"4-year";"Room/Board";11322.0
2020;"Arizona";"Private";"4-year";"Fees/Tuition";12895.0
2020;"Arizona";"Private";"4-year";"Room/Board";9757.0
2020;"Arizona";"Public In-State";"2-year";"Fees/Tuition";2151.0
2020;"Arizona";"Public In-State";"4-year";"Fees/Tuition";11072.0
2020;"Arizona";"Public In-State";"4-year";"Room/Board";12944.0
2020;"Arizona";"Public Out-of-State";"2-year";"Fees/Tuition";7642.0
2020;"Arizona";"Public Out-of-State";"4-year";"Fees/Tuition";27417.0
2020;"Arizona";"Public Out-of-State";"4-year";"Room/Board";12944.0
2020;"Arkansas";"Private";"4-year";"Fees/Tuition";23875.0
2020;"Arkansas";"Private";"4-year";"Room/Board";8513.0
2020;"Arkansas";"Public In-State";"2-year";"Fees/Tuition";3398.0
2020;"Arkansas";"Public In-State";"4-year";"Fees/Tuition";8689.0
2020;"Arkansas";"Public In-State";"4-year";"Room/Board";9535.0
2020;"Arkansas";"Public Out-of-State";"2-year";"Fees/Tuition";4688.0
2020;"Arkansas";"Public Out-of-State";"4-year";"Fees/Tuition";21460.0
2020;"Arkansas";"Public Out-of-State";"4-year";"Room/Board";9535.0
2020;"California";"Private";"4-year";"Fees/Tuition";37009.0
2020;"California";"Private";"4-year";"Room/Board";14741.0
2020;"California";"Public In-State";"2-year";"Fees/Tuition";1270.0
2020;"California";"Public In-State";"4-year";"Fees/Tuition";8192.0
2020;"California";"Public In-State";"4-year";"Room/Board";14845.0
2020;"California";"Public Out-of-State";"2-year";"Fees/Tuition";8194.0
2020;"California";"Public Out-of-State";"4-year";"Fees/Tuition";32177.0
2020;"California";"Public Out-of-State";"4-year";"Room/Board";14845.0
2020;"Colorado";"Private";"4-year";"Fees/Tuition";23791.0
2020;"Colorado";"Private";"4-year";"Room/Board";13229.0
2020;"Colorado";"Public In-State";"2-year";"Fees/Tuition";3355.0
2020;"Colorado";"Public In-State";"4-year";"Fees/Tuition";9144.0
2020;"Colorado";"Public In-State";"4-year";"Room/Board";13041.0
2020;"Colorado";"Public Out-of-State";"2-year";"Fees/Tuition";7103.0
2020;"Colorado";"Public Out-of-State";"4-year";"Fees/Tuition";30773.0
2020;"Colorado";"Public Out-of-State";"4-year";"Room/Board";13041.0
2020;"Connecticut";"Private";"4-year";"Fees/Tuition";43242.0
2020;"Connecticut";"Private";"4-year";"Room/Board";15332.0
2020;"Connecticut";"Public In-State";"2-year";"Fees/Tuition";4516.0
2020;"Connecticut";"Public In-State";"4-year";"Fees/Tuition";13886.0
2020;"Connecticut";"Public In-State";"4-year";"Room/Board";13677.0
2020;"Connecticut";"Public Out-of-State";"2-year";"Fees/Tuition";13490.0
2020;"Connecticut";"Public Out-of-State";"4-year";"Fees/Tuition";35197.0
2020;"Connecticut";"Public Out-of-State";"4-year";"Room/Board";13677.0
2020;"Delaware";"Private";"4-year";"Fees/Tuition";14858.0
2020;"Delaware";"Private";"4-year";"Room/Board";12548.0
2020;"Delaware";"Public In-State";"4-year";"Fees/Tuition";11091.0
2020;"Delaware";"Public In-State";"4-year";"Room/Board";13267.0
2020;"Delaware";"Public Out-of-State";"4-year";"Fees/Tuition";31582.0
2020;"Delaware";"Public Out-of-State";"4-year";"Room/Board";13267.0
2020;"District of Columbia";"Private";"4-year";"Fees/Tuition";44134.0
2020;"District of Columbia";"Private";"4-year";"Room/Board";16697.0
2020;"District of Columbia";"Public In-State";"4-year";"Fees/Tuition";6020.0
2020;"District of Columbia";"Public Out-of-State";"4-year";"Fees/Tuition";12704.0
2020;"Florida";"Private";"4-year";"Fees/Tuition";27381.0
2020;"Florida";"Private";"4-year";"Room/Board";12469.0
2020;"Florida";"Public In-State";"2-year";"Fees/Tuition";2506.0
2020;"Florida";"Public In-State";"4-year";"Fees/Tuition";4463.0
2020;"Florida";"Public In-State";"4-year";"Room/Board";10774.0
2020;"Florida";"Public Out-of-State";"2-year";"Fees/Tuition";9111.0
2020;"Florida";"Public Out-of-State";"4-year";"Fees/Tuition";18514.0
2020;"Florida";"Public Out-of-State";"4-year";"Room/Board";10774.0
2020;"Georgia";"Private";"4-year";"Fees/Tuition";29752.0
2020;"Georgia";"Private";"4-year";"Room/Board";13050.0
2020;"Georgia";"Public In-State";"2-year";"Fees/Tuition";3156.0
2020;"Georgia";"Public In-State";"4-year";"Fees/Tuition";7457.0
2020;"Georgia";"Public In-State";"4-year";"Room/Board";11096.0
2020;"Georgia";"Public Out-of-State";"2-year";"Fees/Tuition";8398.0
2020;"Georgia";"Public Out-of-State";"4-year";"Fees/Tuition";23167.0
2020;"Georgia";"Public Out-of-State";"4-year";"Room/Board";11096.0
2020;"Hawaii";"Private";"4-year";"Fees/Tuition";17977.0
2020;"Hawaii";"Private";"4-year";"Room/Board";14148.0
2020;"Hawaii";"Public In-State";"2-year";"Fees/Tuition";3225.0
2020;"Hawaii";"Public In-State";"4-year";"Fees/Tuition";10109.0
2020;"Hawaii";"Public In-State";"4-year";"Room/Board";11745.0
2020;"Hawaii";"Public Out-of-State";"2-year";"Fees/Tuition";8391.0
2020;"Hawaii";"Public Out-of-State";"4-year";"Fees/Tuition";31774.0
2020;"Hawaii";"Public Out-of-State";"4-year";"Room/Board";11745.0
2020;"Idaho";"Private";"4-year";"Fees/Tuition";6429.0
2020;"Idaho";"Private";"4-year";"Room/Board";7951.0
2020;"Idaho";"Public In-State";"2-year";"Fees/Tuition";3335.0
2020;"Idaho";"Public In-State";"4-year";"Fees/Tuition";7518.0
2020;"Idaho";"Public In-State";"4-year";"Room/Board";8820.0
2020;"Idaho";"Public Out-of-State";"2-year";"Fees/Tuition";8295.0
2020;"Idaho";"Public Out-of-State";"4-year";"Fees/Tuition";24845.0
2020;"Idaho";"Public Out-of-State";"4-year";"Room/Board";8820.0
2020;"Illinois";"Private";"4-year";"Fees/Tuition";35570.0
2020;"Illinois";"Private";"4-year";"Room/Board";13506.0
2020;"Illinois";"Public In-State";"2-year";"Fees/Tuition";4035.0
2020;"Illinois";"Public In-State";"4-year";"Fees/Tuition";14455.0
2020;"Illinois";"Public In-State";"4-year";"Room/Board";11351.0
2020;"Illinois";"Public Out-of-State";"2-year";"Fees/Tuition";11450.0
2020;"Illinois";"Public Out-of-State";"4-year";"Fees/Tuition";29515.0
2020;"Illinois";"Public Out-of-State";"4-year";"Room/Board";11351.0
2020;"Indiana";"Private";"4-year";"Fees/Tuition";34263.0
2020;"Indiana";"Private";"4-year";"Room/Board";12241.0
2020;"Indiana";"Public In-State";"2-year";"Fees/Tuition";4500.0
2020;"Indiana";"Public In-State";"4-year";"Fees/Tuition";9268.0
2020;"Indiana";"Public In-State";"4-year";"Room/Board";10718.0
2020;"Indiana";"Public Out-of-State";"2-year";"Fees/Tuition";8661.0
2020;"Indiana";"Public Out-of-State";"4-year";"Fees/Tuition";29533.0
2020;"Indiana";"Public Out-of-State";"4-year";"Room/Board";10718.0
2020;"Iowa";"Private";"4-year";"Fees/Tuition";35019.0
2020;"Iowa";"Private";"4-year";"Room/Board";9831.0
2020;"Iowa";"Public In-State";"2-year";"Fees/Tuition";5306.0
2020;"Iowa";"Public In-State";"4-year";"Fees/Tuition";9373.0
2020;"Iowa";"Public In-State";"4-year";"Room/Board";10436.0
2020;"Iowa";"Public Out-of-State";"2-year";"Fees/Tuition";6664.0
2020;"Iowa";"Public Out-of-State";"4-year";"Fees/Tuition";27346.0
2020;"Iowa";"Public Out-of-State";"4-year";"Room/Board";10436.0
2020;"Kansas";"Private";"4-year";"Fees/Tuition";24179.0
2020;"Kansas";"Private";"4-year";"Room/Board";9632.0
2020;"Kansas";"Public In-State";"2-year";"Fees/Tuition";3542.0
2020;"Kansas";"Public In-State";"4-year";"Fees/Tuition";9088.0
2020;"Kansas";"Public In-State";"4-year";"Room/Board";10013.0
2020;"Kansas";"Public Out-of-State";"2-year";"Fees/Tuition";4695.0
2020;"Kansas";"Public Out-of-State";"4-year";"Fees/Tuition";23745.0
2020;"Kansas";"Public Out-of-State";"4-year";"Room/Board";10013.0
2020;"Kentucky";"Private";"4-year";"Fees/Tuition";26928.0
2020;"Kentucky";"Private";"4-year";"Room/Board";9354.0
2020;"Kentucky";"Public In-State";"2-year";"Fees/Tuition";4395.0
2020;"Kentucky";"Public In-State";"4-year";"Fees/Tuition";10888.0
2020;"Kentucky";"Public In-State";"4-year";"Room/Board";10911.0
2020;"Kentucky";"Public Out-of-State";"2-year";"Fees/Tuition";14826.0
2020;"Kentucky";"Public Out-of-State";"4-year";"Fees/Tuition";26048.0
2020;"Kentucky";"Public Out-of-State";"4-year";"Room/Board";10911.0
2020;"Louisiana";"Private";"4-year";"Fees/Tuition";39482.0
2020;"Louisiana";"Private";"4-year";"Room/Board";13544.0
2020;"Louisiana";"Public In-State";"2-year";"Fees/Tuition";4166.0
2020;"Louisiana";"Public In-State";"4-year";"Fees/Tuition";9571.0
2020;"Louisiana";"Public In-State";"4-year";"Room/Board";9927.0
2020;"Louisiana";"Public Out-of-State";"2-year";"Fees/Tuition";8282.0
2020;"Louisiana";"Public Out-of-State";"4-year";"Fees/Tuition";22128.0
2020;"Louisiana";"Public Out-of-State";"4-year";"Room/Board";9927.0
2020;"Maine";"Private";"4-year";"Fees/Tuition";40353.0
2020;"Maine";"Private";"4-year";"Room/Board";14022.0
2020;"Maine";"Public In-State";"2-year";"Fees/Tuition";3778.0
2020;"Maine";"Public In-State";"4-year";"Fees/Tuition";10103.0
2020;"Maine";"Public In-State";"4-year";"Room/Board";10355.0
2020;"Maine";"Public Out-of-State";"2-year";"Fees/Tuition";6642.0
2020;"Maine";"Public Out-of-State";"4-year";"Fees/Tuition";28523.0
2020;"Maine";"Public Out-of-State";"4-year";"Room/Board";10355.0
2020;"Maryland";"Private";"4-year";"Fees/Tuition";44048.0
2020;"Maryland";"Private";"4-year";"Room/Board";14689.0
2020;"Maryland";"Public In-State";"2-year";"Fees/Tuition";4330.0
2020;"Maryland";"Public In-State";"4-year";"Fees/Tuition";9714.0
2020;"Maryland";"Public In-State";"4-year";"Room/Board";12790.0
2020;"Maryland";"Public Out-of-State";"2-year";"Fees/Tuition";10308.0
2020;"Maryland";"Public Out-of-State";"4-year";"Fees/Tuition";27984.0
2020;"Maryland";"Public Out-of-State";"4-year";"Room/Board";12790.0
2020;"Massachusetts";"Private";"4-year";"Fees/Tuition";47980.0
2020;"Massachusetts";"Private";"4-year";"Room/Board";16217.0
2020;"Massachusetts";"Public In-State";"2-year";"Fees/Tuition";5336.0
2020;"Massachusetts";"Public In-State";"4-year";"Fees/Tuition";13729.0
2020;"Massachusetts";"Public In-State";"4-year";"Room/Board";13889.0
2020;"Massachusetts";"Public Out-of-State";"2-year";"Fees/Tuition";10690.0
2020;"Massachusetts";"Public Out-of-State";"4-year";"Fees/Tuition";31894.0
2020;"Massachusetts";"Public Out-of-State";"4-year";"Room/Board";13889.0
2020;"Michigan";"Private";"4-year";"Fees/Tuition";29405.0
2020;"Michigan";"Private";"4-year";"Room/Board";10381.0
2020;"Michigan";"Public In-State";"2-year";"Fees/Tuition";3703.0
2020;"Michigan";"Public In-State";"4-year";"Fees/Tuition";13315.0
2020;"Michigan";"Public In-State";"4-year";"Room/Board";10772.0
2020;"Michigan";"Public Out-of-State";"2-year";"Fees/Tuition";6564.0
2020;"Michigan";"Public Out-of-State";"4-year";"Fees/Tuition";36832.0
2020;"Michigan";"Public Out-of-State";"4-year";"Room/Board";10772.0
2020;"Minnesota";"Private";"4-year";"Fees/Tuition";34321.0
2020;"Minnesota";"Private";"4-year";"Room/Board";10877.0
2020;"Minnesota";"Public In-State";"2-year";"Fees/Tuition";5566.0
2020;"Minnesota";"Public In-State";"4-year";"Fees/Tuition";11748.0
2020;"Minnesota";"Public In-State";"4-year";"Room/Board";9863.0
2020;"Minnesota";"Public Out-of-State";"2-year";"Fees/Tuition";6151.0
2020;"Minnesota";"Public Out-of-State";"4-year";"Fees/Tuition";24442.0
2020;"Minnesota";"Public Out-of-State";"4-year";"Room/Board";9863.0
